1
0,2,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,~,~, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , ,~,~, , , , , , ,~,~,~,~, , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,~,~,~, , , , , ,~,~,~,~,~,~,~, , , , , , , , 
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~
8
0,9,11,0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
4,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~
~,~,~,~,~,~,~,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , , , ,^,^,^,^,^,^,^,^,~
~,~,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , , , , , , , , , ,^,^,^,~
~,~,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , ,^,^,^,^,^,^, , , , , , , , , , , ,^,^,^,^
~,^,^,^,^, , , , , , ,^,^,^,^, , , , , , ,^,^,^,^, , ,^,^, , , ,^,^,^,^,^,^,^,^
~,^,^,^, , , , , , , , ,^,^,^,^,^, ,^,^,^,^,^,^, , ,^,^,^,^,^,^,^,^,^,^,^,^,^,^
~,^,^,^,^, , ,^, , , ,^,^,^,^,^,^, , , , ,^,^,^, ,^,^,^,^,^, , , , , , , , ,^,^
~,~,^,^,^,^,^,^, ,^, , ,^,^,^, , , ,^,^, , , , , , , ,^,^,^, ,^,^, ,^,^,^, , , 
~,~,^,^,^,^,^,^, ,^, , , , , , ,^,^,^, , ,^,^,^,^,^, , , , , ,^,^, , ,^,^,^,^,^
~,~,^, , ,^,^, , , , ,^,^,^,^,^,^,^,^, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , ,^,^,^,^
~,^,^,^, , ,^,^, , ,^,^,^,^,^,^,^, , , , , , ,^,^,^,^,^,^,^,^,^,^,^,^, , ,^,^,^
~,^,^,^,^, , , , , ,^,^,^,^,^,^,^, , , , , , , ,^,^,^,^,^,^,^,^,^,^, , , ,^,^,^
~, , , , ,^,^,^,^, ,^,^,^,^,^,^,^,^,^,^,^,^,^, ,^,^,^,^,^,^,^,^,^,^, , , , ,^,^
~, , , , ,^,^,^, , ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,~
~, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,~
9
8,10,0,6
4,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4
1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4
1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,4
1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,4
1,5,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,4
1,1,5,5,5,5,5,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,1,1,1,5,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4
1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4
~, , , , , , , ,^,^,^, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,~
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,~
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,^, ,^, , , , , , , , , ,~
 , , , , , , , , , , , , , , , , , , , , , , , , ,^,^,^,^,^,^, , , , , , , , ,~
 , , ,^,^, , , , , , , , , , , , , , , , , , , ,^,^,^,^,^,^,^,^, , , , , , , ,~
 , ,^,^,^,^,^, , , , , , , , , , , , , , , , , , , ,^,^,^,^,^, , , , , , , , ,~
 , ,^,^,^,^,^,^, , , , , , , , , , , , , , , , , , ,^,^,^,^,^,^, , , , , , , ,~
 ,^,^,^,^,^,^, , , , , , , ,~,~,~,~, , , , , , , , , ,^, ,^, , , , , , , , , ,~
 , ,^,^,^,^,^, , , , , ,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , , , , ,~
 , , , ,^, , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , , ,~
 , , , , , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , ,~
 , , , , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , ,~
 , , , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , ,~
 , , , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , ,~,~
 , , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , ,~,~,~
10
9,0,0,7
1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4
1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4
1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,1,4,4,4,4,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4
1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4
1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,4
1,1,1,1,1,1,1,2,2,2,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4
1,1,1,1,1,2,2,2,2,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
2,2,2,2,2,2,2,2,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
 , , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , ,~,~,~
 , , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , , , ,~,~
 , , , , ,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~, , , , , , , , , , , , , , , , , , ,~
 , , , , , , ,~,~,~,~, , , ,~,~,~,~, , , , , , , , , , , , , , , , , , , , ,~,~
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,~,~,~
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,~,~,~,~
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,~,~,~,~,~
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,~,~,~, ,~,~
 , , , , , , , , , ,^, , , , ,^, , , , , , , , , , , , , , , , , ,~,~,~,~,~,~,~
 , , , , , , , , , , , ,^, , , , , , , , , , , , , , , , , , , ,~,~,~,~,~,~,~,~
 , , , , , , , , , , ,^, ,^, ,^, , , , , , , , , , , , , , , , ,~, ,~,~,~,~,~,~
 , , , , , , , , , ,^, ,^, , ,^, , , , , , , , , , , , , , , , ,~,~,~,~,~,~,~,~
 , , , , , , , , ,^,^,^, ,^, , , , , , , , , , , , , , , , , ,~,~,~,~,~,~,~,~,~
 , , , , , , , ,^,^,^,^,^, ,^, , , , , , , , , , , , , , , ,~, ,~,~,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~
11
0,0,0,8
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,1,4,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4,4,4,4
4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,4
5,4,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4
5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4
5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
4,5,5,4,4,4,4,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~
~,~,~, ,~,^,^,^,^,^,^,^,^,^, , , ,^,^,^,^,^,^,^,^,^,^,^, , , , , , , , ,~,~,~,~
~,~,~,~,^,^,^,^,^,^,^,^,^,^, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , ,~, ,~
^,~, ,^,^,^,^,^,^,^,^,^,^, , ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , , ,~,~
^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , , ,~
^,^, , , ,^,^,^,^,^,^,^,^,^,^,^,^,^,^, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,~
^, , , , , ,^,^,^,^,^,^,^,^,^,^,^,^,^, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , ,^,~
 , , , , , , , , ,^,^,^,^,^,^,^,^,^,^, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , , ,~,~
^,^, , , ,^,^,^,^,^,^,^,^,^,^, , ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , ,~,~
^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , ,~
^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , ,~
^,^,^,^,^,^,^,^,^,^,^, , , ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, ,~,~
^,^,^,^,^,^,^,^,^,^,^,^, , ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,~,~,~
~,^,^,~,~,~,~,^,^,^,^,^, , , , , ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^, , , , ,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~
